source_file,source_path,condition,run,behavior_key,behavior,behavior_count,total_actions,behavior_percent,threshold_percent,present
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,16,bully_behavior,Misdirected Aggression,347.0,2107.0,16.46891314665401,17.99305250471624,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,16,aggressive_withdrawn_relationship,Relational Aggression,345.0,2107.0,16.373991457047936,14.82946840699907,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,16,dangerous_trust,Dangerous Trust,22.0,2107.0,1.044138585666825,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,16,fearful_withdrawn_relationship,Hypervigilant Withdrawal,3.0,2107.0,0.14238253440911247,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,16,negative_expectancy_combo,Negative Expectancy,491.0,1213.0,40.47815333882935,19.213049559459066,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,17,bully_behavior,Misdirected Aggression,516.0,2245.0,22.984409799554566,17.99305250471624,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,17,aggressive_withdrawn_relationship,Relational Aggression,399.0,2245.0,17.7728285077951,14.82946840699907,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,17,dangerous_trust,Dangerous Trust,30.0,2245.0,1.3363028953229399,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,17,fearful_withdrawn_relationship,Hypervigilant Withdrawal,1.0,2245.0,0.044543429844097995,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,17,negative_expectancy_combo,Negative Expectancy,426.0,1201.0,35.47044129891757,19.213049559459066,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,18,bully_behavior,Misdirected Aggression,197.0,1895.0,10.395778364116095,17.99305250471624,0
