source_file,condition,role,run,behavior_key,behavior,behavior_count,behavior_denominator,behavior_percent,threshold_percent,present
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,132,protective_behavior,Protective Behavior,0.0,1920.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,133,protective_behavior,Protective Behavior,0.0,1983.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,134,protective_behavior,Protective Behavior,0.0,1865.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,135,protective_behavior,Protective Behavior,0.0,1890.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,136,protective_behavior,Protective Behavior,0.0,1940.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,137,protective_behavior,Protective Behavior,0.0,1802.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,138,protective_behavior,Protective Behavior,0.0,1977.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,139,protective_behavior,Protective Behavior,0.0,1963.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,140,protective_behavior,Protective Behavior,0.0,1959.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,141,protective_behavior,Protective Behavior,0.0,1937.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,142,protective_behavior,Protective Behavior,0.0,1783.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,143,protective_behavior,Protective Behavior,0.0,1957.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,144,protective_behavior,Protective Behavior,0.0,1951.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,145,protective_behavior,Protective Behavior,0.0,1947.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,146,protective_behavior,Protective Behavior,0.0,1987.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,147,protective_behavior,Protective Behavior,0.0,1966.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,148,protective_behavior,Protective Behavior,0.0,1980.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,149,protective_behavior,Protective Behavior,0.0,2003.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,150,protective_behavior,Protective Behavior,0.0,1961.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,151,protective_behavior,Protective Behavior,0.0,1921.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,152,protective_behavior,Protective Behavior,0.0,1941.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,153,protective_behavior,Protective Behavior,0.0,1948.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,154,protective_behavior,Protective Behavior,0.0,1948.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,155,protective_behavior,Protective Behavior,0.0,1933.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,156,protective_behavior,Protective Behavior,0.0,1998.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,157,protective_behavior,Protective Behavior,0.0,1944.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,158,protective_behavior,Protective Behavior,0.0,1934.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,159,protective_behavior,Protective Behavior,0.0,1944.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,160,protective_behavior,Protective Behavior,0.0,1858.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,161,protective_behavior,Protective Behavior,0.0,1962.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,162,protective_behavior,Protective Behavior,0.0,2021.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,163,protective_behavior,Protective Behavior,0.0,1948.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,164,protective_behavior,Protective Behavior,1.0,1956.0,0.051124744376278126,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,165,protective_behavior,Protective Behavior,0.0,1850.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,166,protective_behavior,Protective Behavior,0.0,1820.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,167,protective_behavior,Protective Behavior,0.0,1983.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,168,protective_behavior,Protective Behavior,0.0,1940.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,169,protective_behavior,Protective Behavior,0.0,1833.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,170,protective_behavior,Protective Behavior,0.0,1869.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,171,protective_behavior,Protective Behavior,0.0,1912.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,172,protective_behavior,Protective Behavior,0.0,1818.0,0.0,7.091133199926835,0
multiple_runs_NB_HighThreat_2_20260407_101013.csv,ACE,NB,173,protective_behavior,Protective Behavior,0.0,1896.0,0.0,7.091133199926835,0
