agent_type,condition,source_file,Affiliative_pct,Internalizing_pct,Externalizing_pct
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,49.72924187725632,8.032490974729242,42.238267148014444
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,8.321377331420372,20.01434720229555,71.66427546628408
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,7.293868921775898,28.858350951374206,63.8477801268499
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,7.0599613152804634,23.984526112185687,68.95551257253385
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.541062801932367,25.79710144927536,69.66183574879227
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,3.925619834710744,27.37603305785124,68.69834710743802
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,28.6321155480034,10.110450297366185,61.25743415463042
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,20.983858570330515,16.52574942352037,62.49039200614912
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,58.01801801801801,1.5315315315315314,40.45045045045045
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,10.41041041041041,23.723723723723726,65.86586586586587
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,3.5025017869907074,20.37169406719085,76.12580414581845
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,6.3688212927756656,27.09125475285171,66.53992395437263
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.90513068731849,25.36302032913843,68.73184898354307
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,58.43660629170638,3.336510962821735,38.22688274547188
