source_file,source_path,data_group,condition,run,behavior,behavior_column,denominator_type,behavior_count,total_actions,percent_of_total_actions
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,17,Hypervigilant Withdrawal,fearful_withdrawn_relationship,total_complex_behaviors,1.0,1252.0,0.07987220447284345
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,17,Dangerous Trust,dangerous_trust,total_complex_behaviors,30.0,1252.0,2.3961661341853033
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,17,Misdirected Aggression,bully_behavior,total_complex_behaviors,516.0,1252.0,41.21405750798722
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,17,Relational Aggression,aggressive_withdrawn_relationship,total_complex_behaviors,399.0,1252.0,31.869009584664536
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,17,Learned Helplessness,learned_helplessness,total_complex_behaviors,208.0,1252.0,16.61341853035144
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,17,Negative Expectancy Bias,cynical,total_expectancies,426.0,1201.0,35.47044129891757
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,18,Hypervigilant Withdrawal,fearful_withdrawn_relationship,total_complex_behaviors,0.0,941.0,0.0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,18,Dangerous Trust,dangerous_trust,total_complex_behaviors,33.0,941.0,3.5069075451647183
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,18,Misdirected Aggression,bully_behavior,total_complex_behaviors,197.0,941.0,20.935175345377257
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,18,Relational Aggression,aggressive_withdrawn_relationship,total_complex_behaviors,365.0,941.0,38.788522848034006
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,18,Learned Helplessness,learned_helplessness,total_complex_behaviors,254.0,941.0,26.992561105207223
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,18,Negative Expectancy Bias,cynical,total_expectancies,516.0,1208.0,42.71523178807947
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,19,Hypervigilant Withdrawal,fearful_withdrawn_relationship,total_complex_behaviors,0.0,1001.0,0.0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,19,Dangerous Trust,dangerous_trust,total_complex_behaviors,34.0,1001.0,3.3966033966033966
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,19,Misdirected Aggression,bully_behavior,total_complex_behaviors,222.0,1001.0,22.17782217782218
