Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,80
Parameter: tHigherSitL,100
Parameter: tLowerSitDB,80
Parameter: tHigherSitDB,100
Parameter: tLowerSitNB,80
Parameter: tHigherSitNB,100
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,DB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,largerun_db_highthreat

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical
389,358,103,112,603,74,301,43,58,537,0,497,514,489,317,250,0,0,0,0,0,402,21,28,222,56,7,35,51,622,317
390,365,82,89,660,60,305,21,34,606,4,480,482,538,262,244,0,0,0,0,0,373,21,2,251,54,6,28,28,708,262
391,373,81,145,604,69,310,37,80,549,0,494,474,532,194,228,0,3,0,0,0,365,36,12,235,72,18,21,62,782,194
392,621,213,483,112,68,550,157,422,60,0,501,471,528,237,3,0,0,0,2,0,12,20,95,211,314,368,27,54,952,237
393,630,84,480,234,72,576,30,430,160,0,488,455,557,221,0,0,0,0,0,0,11,30,103,224,304,340,36,90,975,221
394,599,289,437,100,59,530,230,373,54,5,494,475,531,256,16,0,0,0,0,0,62,9,91,229,295,305,41,68,936,256
395,347,110,134,618,60,290,32,76,559,0,472,515,513,260,231,0,0,0,0,0,370,23,13,220,70,32,27,44,697,260
396,678,143,473,140,66,621,77,413,92,0,517,479,504,238,0,0,1,0,0,0,21,32,126,252,328,353,30,60,965,238
397,474,91,101,562,64,411,33,35,498,15,453,507,540,227,208,0,0,0,0,0,396,32,4,353,58,2,32,33,765,227
398,398,103,90,622,70,350,42,28,564,7,485,510,505,238,217,0,7,0,0,0,412,28,16,269,81,2,26,26,753,238
399,643,193,220,172,69,581,135,152,112,18,495,484,521,274,203,0,0,0,0,0,335,35,37,510,66,60,33,92,724,274
400,631,249,170,164,70,567,190,103,108,10,488,490,522,242,216,0,0,0,4,0,348,29,36,495,61,48,30,55,736,242
401,494,273,520,132,76,442,215,459,72,9,470,516,514,231,5,0,0,0,0,0,47,9,82,140,302,378,34,81,966,231
402,591,367,160,100,78,532,312,107,43,11,483,527,490,281,204,0,0,0,4,0,387,34,30,462,62,35,31,72,724,281
403,434,97,107,602,65,368,37,45,545,7,499,495,506,255,195,0,7,0,0,0,402,31,20,280,88,1,35,44,747,255
404,591,77,460,289,77,532,18,390,222,16,518,480,502,175,6,0,0,0,0,0,54,18,59,211,320,321,30,69,1003,175
405,329,91,97,668,59,279,24,31,607,2,490,527,483,242,256,0,0,0,0,0,426,24,4,225,54,9,22,22,701,242
406,492,329,468,145,64,425,261,408,95,6,484,481,535,295,2,0,0,0,2,0,36,8,104,121,297,338,44,70,900,295
407,755,86,190,323,67,686,15,127,280,5,499,512,489,291,79,0,37,0,0,0,315,15,153,457,227,75,29,52,822,291
408,488,362,478,96,62,439,301,412,32,2,470,510,520,239,14,0,0,0,1,0,74,10,92,173,265,323,48,89,947,239
409,617,85,422,309,65,549,30,363,239,10,508,494,498,178,2,0,13,0,0,0,107,30,74,260,286,292,33,71,1013,178
410,664,87,350,273,69,606,30,289,213,3,513,472,515,305,57,0,4,0,0,0,155,26,188,348,256,216,29,73,836,305
411,414,99,126,570,64,353,38,73,511,1,469,476,555,214,227,0,0,0,0,0,356,35,5,301,50,23,35,50,762,214
412,493,289,512,131,71,432,230,460,67,8,511,510,479,231,4,0,0,0,0,0,22,9,85,113,319,380,49,80,966,231
413,307,78,104,647,80,239,21,47,597,0,508,505,487,235,284,0,0,0,0,0,396,21,0,190,49,13,24,34,669,235
414,621,154,539,110,67,574,95,476,44,0,475,516,509,195,9,0,0,0,0,0,10,19,115,196,304,406,27,70,994,195
415,253,84,86,712,56,193,14,38,640,4,532,494,474,254,309,0,0,0,0,0,394,14,13,146,34,5,32,33,635,254
416,374,80,89,637,66,315,24,28,564,12,495,489,516,259,254,0,0,0,0,0,404,24,14,268,37,0,28,28,684,259
417,697,89,490,157,64,640,29,417,102,13,503,497,500,147,3,0,0,0,0,0,52,20,56,280,339,344,22,73,1054,147
418,661,64,515,196,64,597,18,449,133,0,501,467,532,268,0,0,3,0,0,0,21,16,174,214,302,360,41,89,929,268
419,843,93,106,109,67,786,43,49,34,11,512,475,513,189,282,0,0,0,6,0,363,26,73,672,46,13,28,36,734,189
420,379,107,123,600,68,324,37,53,537,12,467,502,531,236,223,0,0,0,1,0,381,33,4,275,48,10,32,43,727,236
421,710,84,179,302,79,639,22,126,241,21,467,508,525,211,146,0,0,0,0,0,330,22,61,531,107,79,32,47,838,211
422,764,114,129,273,76,705,58,73,199,11,481,521,498,224,144,0,23,0,0,0,367,35,95,567,138,41,32,32,822,224
423,694,91,484,167,64,631,27,428,94,8,484,488,528,148,0,0,0,0,0,0,30,27,66,345,285,354,34,74,1040,148
424,623,247,139,182,63,550,188,82,122,4,505,492,503,210,246,0,0,0,1,0,339,33,28,478,72,52,26,30,736,210
425,393,74,130,628,65,327,26,64,563,20,459,476,565,232,210,0,0,0,0,0,365,26,10,260,67,19,26,45,768,232
426,460,398,105,260,59,397,336,50,187,14,473,501,526,265,218,0,0,0,3,0,397,33,6,322,73,10,27,40,719,265
427,594,93,98,383,75,527,42,42,324,6,497,485,518,172,257,0,0,0,0,0,375,36,8,473,48,7,28,35,769,172
428,387,79,102,603,66,325,23,47,533,0,473,526,501,218,263,0,0,0,0,0,417,21,5,289,36,1,30,46,710,218
429,711,93,225,265,73,651,35,159,213,4,488,512,500,250,133,0,9,0,0,0,294,35,99,508,143,113,36,46,812,250
430,405,107,99,582,67,353,35,47,520,5,481,494,525,241,240,0,0,0,0,0,378,32,5,297,56,12,30,35,719,241
431,878,89,149,103,61,824,27,85,35,0,449,507,544,220,220,0,0,0,0,0,380,27,149,640,49,29,25,56,751,220
432,538,91,109,437,64,478,36,60,367,1,497,502,501,188,261,0,0,0,0,0,395,36,2,429,49,10,30,50,754,188
433,330,91,88,663,69,268,26,30,613,0,497,467,536,200,259,0,0,0,0,0,382,23,0,215,53,0,30,30,737,200
434,410,92,110,574,71,350,30,46,503,17,489,519,492,197,243,0,0,0,0,0,417,30,4,314,36,4,33,42,749,197
435,679,112,202,276,70,620,43,142,228,14,501,498,501,249,161,0,9,0,0,0,320,24,93,489,126,90,38,52,798,249
436,587,216,426,186,68,517,143,368,132,0,482,504,514,343,17,0,0,0,0,0,82,13,160,194,289,311,32,57,817,343
437,760,110,202,102,68,690,59,146,36,6,505,493,502,151,258,0,0,0,1,0,291,37,83,574,46,103,32,43,786,151
438,658,104,223,313,64,592,48,157,245,13,482,481,537,304,138,0,21,0,0,0,314,32,80,456,133,67,32,90,751,304
439,388,271,495,122,67,336,217,423,61,0,525,511,464,295,157,0,0,0,2,0,99,50,123,176,150,317,25,106,742,295
440,515,81,106,522,66,450,34,37,470,7,463,528,509,246,210,0,1,0,0,0,434,31,11,388,55,0,29,37,752,246
441,386,87,97,610,68,323,27,32,561,0,492,499,509,231,252,0,0,0,0,0,401,27,0,279,44,0,31,32,712,231
442,623,350,114,106,65,572,286,40,47,13,488,514,498,238,242,0,0,0,4,0,403,18,47,480,50,5,19,35,720,238
443,333,96,97,648,61,282,34,38,588,3,494,517,489,252,265,0,0,0,0,0,405,32,7,231,49,9,21,29,693,252
444,602,109,430,288,71,548,37,359,230,16,490,477,533,124,0,0,20,0,0,0,98,14,26,240,306,284,29,75,1066,124
445,485,77,122,489,68,425,15,67,427,10,474,517,509,187,259,0,0,0,0,0,390,15,0,397,28,26,41,41,757,187
446,294,76,93,698,61,240,28,20,646,16,502,486,512,243,278,0,0,0,0,0,390,28,1,197,43,0,17,20,707,243
447,344,98,93,663,74,280,18,36,600,21,486,505,509,265,228,0,2,0,0,0,390,12,13,216,57,7,29,29,690,265
448,471,280,97,385,67,416,208,37,333,7,507,463,530,277,200,0,3,0,12,0,360,70,21,336,71,2,27,35,724,277
449,485,137,137,414,65,424,82,81,352,2,495,488,517,216,262,0,0,0,4,0,363,28,24,344,63,20,22,61,725,216
450,750,87,399,97,68,688,30,330,48,10,487,506,507,318,99,0,0,0,0,0,164,28,245,404,200,236,25,94,788,318
451,407,88,143,551,65,325,37,92,488,5,492,475,533,182,246,0,0,0,0,0,351,37,8,286,39,35,27,57,765,182
452,564,86,140,391,64,513,24,75,326,7,505,490,505,236,255,0,0,0,0,0,365,24,45,436,59,33,31,42,709,236
453,542,175,126,352,67,484,121,59,295,4,493,501,506,206,238,0,0,0,0,0,389,38,7,425,57,17,24,42,757,206
454,383,193,518,303,70,323,130,455,256,12,471,503,526,179,33,0,0,0,0,0,20,78,37,134,187,390,35,65,997,179
455,561,140,467,271,61,504,79,413,207,1,438,519,543,120,0,0,20,0,1,0,93,19,20,224,280,335,33,78,1084,120
456,801,96,193,101,63,746,37,140,39,6,481,529,490,197,246,0,0,0,1,0,365,26,44,662,49,53,37,87,771,197
457,640,96,167,373,74,580,47,102,314,13,501,458,541,277,150,0,15,0,0,0,307,32,87,433,142,52,30,50,779,277
458,548,288,521,87,56,496,220,460,26,0,495,492,513,150,0,0,0,0,0,0,14,10,35,158,334,376,42,84,1052,150
459,645,290,239,138,71,573,252,173,86,0,490,501,509,330,117,0,0,0,0,0,280,55,129,403,163,118,25,55,754,330
460,157,88,83,819,66,104,25,28,746,1,510,495,495,282,287,0,0,0,2,0,410,23,0,74,30,0,28,28,622,282
461,450,101,89,552,62,388,33,27,494,6,472,531,497,207,246,0,0,0,0,0,425,18,6,325,61,1,17,26,741,207
462,346,75,89,657,66,268,25,51,586,12,497,485,518,247,267,0,0,0,0,0,388,22,2,229,39,3,43,48,695,247
463,364,122,526,384,69,321,57,458,312,21,485,471,544,254,35,0,16,0,1,0,4,53,91,117,203,382,36,76,915,254
464,682,67,478,208,65,629,25,418,143,1,502,486,512,102,0,0,9,0,0,0,67,22,39,309,318,329,38,89,1114,102
465,843,81,112,117,70,783,22,50,61,12,528,480,492,255,277,0,0,0,0,0,376,20,153,596,53,2,24,48,673,255
466,365,97,101,617,66,314,40,31,560,0,504,485,511,247,254,0,1,0,0,0,388,24,13,244,67,2,29,29,698,247
467,495,77,114,489,57,429,16,52,424,9,492,487,521,225,268,0,0,0,0,0,373,12,34,346,52,14,30,38,705,225
468,519,242,541,116,63,459,194,476,60,3,508,495,497,250,19,0,0,0,0,0,6,11,115,141,313,395,34,81,942,250
469,608,86,418,320,66,543,34,365,264,13,509,488,503,213,2,0,25,0,1,0,118,33,101,252,287,276,40,89,1006,213
470,452,98,159,503,72,402,43,102,447,6,502,483,515,261,216,0,7,0,0,0,371,32,46,306,92,23,35,79,739,261
471,607,91,482,262,58,543,28,419,204,9,490,509,501,167,0,0,0,0,0,0,66,28,39,232,311,326,30,93,1036,167
472,616,88,113,357,68,547,26,47,305,0,527,484,489,177,258,0,0,0,0,0,376,26,1,491,56,3,37,44,748,177
473,648,82,466,235,61,585,18,397,189,10,494,515,491,135,8,0,14,0,0,0,66,18,47,290,294,351,31,46,1064,135
474,590,117,469,251,67,540,49,419,190,5,501,507,492,169,6,0,22,0,0,0,66,19,78,211,321,337,32,82,1034,169
475,685,96,512,135,72,631,29,454,74,2,499,501,500,269,0,0,0,0,0,0,19,21,178,259,303,380,31,74,921,269
476,441,94,115,596,66,393,24,57,532,9,473,506,521,226,188,0,5,0,0,0,393,24,8,302,91,12,44,45,789,226
477,628,95,114,360,65,560,42,50,289,8,503,504,493,225,238,0,9,0,0,0,391,22,42,481,76,17,25,33,724,225
478,590,214,508,117,68,525,157,447,59,15,479,510,511,142,3,0,0,0,1,0,24,14,28,209,313,381,31,66,1061,142
479,477,91,106,510,70,411,33,39,447,21,511,529,460,245,246,0,3,0,0,0,402,25,38,327,67,3,22,36,706,245
480,390,84,120,578,63,327,21,59,523,8,509,476,515,229,265,0,0,0,0,0,362,21,4,273,54,10,33,49,709,229
481,496,88,453,388,71,441,36,388,338,5,490,526,484,257,4,0,0,0,0,0,93,36,112,137,304,326,39,62,951,257
482,561,356,105,194,65,497,300,56,125,10,474,486,540,268,219,0,0,0,3,0,371,27,13,427,66,13,35,43,720,268
483,459,91,115,591,68,387,33,61,519,15,473,490,537,249,176,0,16,0,0,0,360,33,50,297,87,16,32,45,766,249
484,830,98,86,154,65,766,35,27,94,4,504,511,485,204,267,0,0,0,0,0,411,35,90,644,32,0,27,27,722,204
485,656,94,461,229,60,597,35,403,160,2,511,471,518,254,0,0,3,0,0,0,61,28,139,289,293,308,42,95,943,254
486,468,81,105,554,78,405,21,41,480,30,473,491,536,205,214,0,0,0,0,0,384,21,3,343,61,5,33,36,772,205
487,611,115,139,318,74,552,51,88,246,0,503,460,537,165,243,0,1,0,0,0,348,34,11,500,49,27,34,61,772,165
488,461,86,125,528,76,399,27,69,459,17,494,509,497,234,224,0,0,0,0,0,381,27,22,330,69,27,36,42,737,234
489,684,222,202,107,63,620,165,143,37,6,487,510,503,256,222,0,0,0,1,0,344,26,57,526,74,60,22,83,715,256
490,685,90,273,277,71,646,21,212,207,13,497,511,492,262,104,0,13,0,0,0,245,21,136,446,200,165,29,47,837,262
491,594,248,466,114,77,539,191,413,57,0,455,518,527,168,1,0,0,0,0,0,79,19,45,264,275,344,33,69,1032,168
492,750,71,204,160,65,704,16,135,75,6,528,466,506,243,250,0,0,0,0,0,268,16,149,510,110,95,29,40,693,243
493,307,87,121,657,66,239,34,58,592,8,485,500,515,233,262,0,0,0,0,0,384,32,7,195,38,7,25,51,698,233
494,365,95,84,623,61,311,31,29,564,2,491,501,508,187,272,0,0,0,0,0,408,17,5,267,44,0,29,29,750,187
495,637,106,130,318,74,590,48,71,250,1,471,496,533,162,235,0,0,0,0,0,374,40,15,540,43,20,28,51,798,162
496,502,84,123,505,66,459,23,70,441,6,484,508,508,208,220,0,1,0,0,0,378,23,9,386,71,26,32,44,791,208
497,777,143,124,119,68,711,88,69,51,3,504,465,531,219,269,0,0,0,0,0,351,24,79,589,45,13,26,56,703,219
498,535,238,530,118,68,482,181,456,54,18,503,510,487,253,11,0,0,0,1,0,23,15,104,148,315,385,27,71,938,253
499,408,78,109,564,60,340,11,49,506,5,510,475,515,187,281,0,0,0,0,0,366,11,16,288,49,17,24,32,724,187
500,612,99,423,291,67,556,39,368,239,0,511,458,531,208,8,0,19,0,0,0,73,26,87,234,317,298,35,70,994,208
501,800,92,98,158,65,746,36,36,88,0,508,490,502,183,287,0,2,0,0,0,386,28,68,638,40,0,20,36,723,183
502,443,98,107,513,71,374,45,49,457,0,520,497,483,222,268,0,0,0,0,0,390,32,2,335,39,12,36,37,703,222
503,712,168,387,137,67,658,100,324,78,10,507,493,500,345,29,0,0,0,0,0,151,60,188,384,245,238,30,86,825,345
504,313,100,85,665,61,242,56,24,607,4,507,488,505,252,276,0,0,0,2,0,394,40,1,203,39,0,23,24,681,252
505,660,153,507,115,65,600,94,453,61,0,474,505,521,204,0,0,0,0,0,0,37,10,97,287,291,381,42,72,1004,204
506,693,107,196,361,69,633,39,137,298,8,457,501,542,266,74,0,34,0,0,0,296,32,127,449,183,94,35,43,849,266
507,567,167,454,237,68,517,108,390,174,4,524,478,498,201,7,0,3,0,1,0,49,21,45,183,331,331,24,59,992,201
508,535,85,101,451,70,476,33,52,390,0,499,505,496,208,258,0,0,0,0,0,402,33,8,423,53,0,40,52,743,208
509,441,109,123,500,69,372,64,53,439,1,488,485,527,202,258,0,0,1,0,0,358,27,6,326,44,6,31,47,727,202
510,516,81,97,480,63,470,30,43,404,4,520,478,502,236,263,0,4,0,0,0,378,29,19,406,64,0,30,43,715,236
511,728,87,512,119,54,666,35,448,63,1,494,482,524,236,0,0,0,0,0,0,8,27,146,313,313,381,33,67,977,236
512,715,87,151,245,59,652,24,82,196,1,501,502,497,179,243,0,2,0,1,0,367,21,57,556,70,41,22,41,776,179
513,592,91,492,264,59,537,40,422,197,0,513,502,485,154,2,0,0,0,3,0,44,27,40,221,315,360,35,62,1042,154
514,205,683,83,466,63,148,625,24,392,13,511,467,522,368,0,0,0,0,65,0,313,306,1,123,24,1,23,23,834,368
515,513,295,504,116,69,453,231,437,60,11,493,495,512,152,3,0,0,0,0,0,26,10,38,153,299,358,41,79,1040,152
516,555,224,519,113,70,489,174,462,48,0,505,490,505,251,19,0,0,0,0,0,22,13,114,159,302,380,38,82,922,251
517,309,71,106,661,61,246,17,51,599,12,504,499,497,205,292,0,0,0,0,0,400,17,6,215,27,0,29,51,720,205
518,588,184,503,141,68,528,120,445,79,9,494,496,510,239,16,0,0,0,0,0,21,10,117,216,298,376,33,69,942,239
519,612,109,432,274,63,557,53,365,204,5,489,527,484,128,10,0,10,0,0,0,89,19,36,246,311,316,29,49,1056,128
520,591,92,442,311,64,515,38,389,241,14,517,483,500,226,0,0,17,0,0,0,97,38,121,216,298,296,39,93,971,226
521,592,127,106,376,73,525,55,56,306,17,508,476,516,225,226,0,0,0,0,0,380,48,18,459,54,10,35,46,734,225
522,273,106,106,665,62,215,49,43,614,7,510,475,515,244,288,0,0,0,0,0,360,35,2,166,49,7,26,36,684,244
523,730,100,359,227,65,671,31,297,173,5,458,515,527,196,19,0,6,0,0,0,186,29,90,422,246,223,26,74,981,196
524,740,103,230,266,68,686,38,166,203,9,477,504,519,242,93,0,18,0,0,0,285,38,109,513,173,116,41,50,860,242
525,398,92,100,607,67,342,20,37,547,4,484,515,501,243,236,0,0,0,0,0,398,18,8,271,71,6,25,31,707,243
526,343,93,99,662,65,274,30,46,603,14,475,510,515,263,238,0,2,0,0,0,407,14,2,226,48,1,34,45,704,263
527,567,264,170,239,67,514,206,100,179,13,514,497,489,280,193,0,0,0,1,0,343,43,63,396,115,48,20,52,732,280
528,394,81,89,647,60,339,26,23,584,0,490,509,501,278,229,0,1,0,0,0,415,26,5,275,63,0,20,23,694,278
529,405,79,110,566,72,348,27,55,501,0,515,500,485,209,268,0,0,0,0,0,402,24,1,300,48,8,37,47,722,209
530,749,98,299,105,72,675,44,241,55,11,495,500,505,276,177,0,1,0,0,0,304,29,93,536,106,91,29,150,750,276
531,504,275,514,121,62,460,211,449,55,1,501,495,504,171,24,0,0,0,1,0,31,16,52,161,299,367,35,82,1005,171
532,717,202,365,110,69,659,138,313,43,10,494,522,484,342,37,0,0,2,0,0,160,15,217,386,271,249,44,64,821,342
533,543,326,460,111,60,476,263,405,50,5,485,469,546,195,0,0,0,0,0,0,48,11,49,169,304,328,28,77,1004,195
534,808,117,261,172,71,759,59,196,112,11,468,490,542,370,71,0,0,0,0,0,243,33,204,485,207,150,18,46,767,370
535,504,288,491,126,65,439,222,437,69,0,501,468,531,282,26,0,0,0,0,0,2,16,142,140,292,363,40,74,885,282
536,723,79,113,262,63,654,23,50,207,12,483,498,519,251,260,0,0,0,0,0,399,19,89,526,41,6,25,44,695,251
537,581,234,513,100,68,518,160,453,51,10,503,487,510,179,4,0,0,0,0,0,18,13,53,185,313,374,32,79,1013,179
538,518,319,473,120,61,461,260,416,60,2,492,497,511,276,9,0,0,0,0,0,54,9,116,154,307,340,44,76,923,276
539,359,99,147,568,69,301,36,90,513,0,519,469,512,221,258,0,0,0,0,0,353,28,13,248,53,26,36,64,719,221
540,562,204,257,198,74,499,139,200,152,12,491,504,505,230,205,0,0,0,0,0,266,42,41,413,82,127,37,73,772,230
541,589,203,499,141,61,531,138,444,87,0,466,518,516,253,7,0,0,0,0,0,31,11,119,221,287,380,34,64,947,253
542,327,86,117,642,60,272,15,56,574,0,498,500,502,222,268,0,0,0,0,0,389,13,1,223,49,13,27,43,695,222
543,547,250,537,97,68,487,189,484,46,2,465,505,530,181,1,0,0,0,1,0,13,9,58,188,282,414,33,70,1027,181
544,659,83,266,348,68,590,22,209,288,17,497,484,519,312,76,0,27,0,0,0,254,22,168,371,216,132,42,77,814,312
545,466,77,132,501,64,403,24,75,456,2,504,483,513,179,260,0,0,0,0,0,357,24,4,349,54,22,36,53,781,179
546,647,71,453,264,64,580,17,383,212,9,507,493,500,144,1,0,16,0,0,0,90,17,64,264,315,320,27,63,1057,144
547,363,86,110,621,69,308,26,48,553,8,489,503,508,223,251,0,0,0,0,0,386,21,0,244,64,11,29,37,720,223
548,752,91,254,229,75,694,27,191,173,4,492,493,515,344,99,0,0,0,0,0,269,24,170,478,189,129,35,62,745,344
549,297,104,101,661,64,237,45,43,594,19,523,501,476,302,273,0,2,0,0,0,408,23,2,186,49,4,36,39,636,302
550,420,283,497,218,77,362,208,427,169,8,499,491,510,260,5,0,0,0,0,0,39,29,87,73,289,351,30,76,914,260
551,374,85,98,613,66,303,30,37,555,16,512,484,504,259,264,0,0,0,0,0,386,30,3,259,44,1,33,36,682,259
552,683,271,359,94,65,615,224,281,29,14,471,507,522,343,28,0,0,0,0,0,163,39,156,367,246,219,32,62,820,343
553,373,77,125,578,63,312,31,62,506,10,513,473,514,206,284,0,0,0,0,0,361,23,10,266,37,19,25,43,715,206
554,693,80,163,255,65,624,28,104,199,1,474,463,563,183,244,0,0,0,0,0,337,28,31,560,51,42,33,62,773,183
555,607,88,493,250,62,554,28,438,193,4,486,499,515,129,0,0,4,0,0,0,66,28,28,252,302,351,38,87,1088,129
556,573,267,502,95,60,515,211,451,27,9,478,508,514,149,3,0,0,0,0,0,22,11,30,205,310,389,33,62,1064,149
557,635,227,168,264,70,575,179,99,199,15,480,499,521,306,136,0,18,0,0,0,343,45,96,444,127,52,32,47,761,306
558,434,97,95,575,64,376,46,34,516,12,483,515,502,221,235,0,0,0,0,0,404,28,3,318,58,7,25,27,763,221
559,476,93,86,529,64,414,37,38,463,8,518,475,507,228,252,0,0,0,0,0,388,37,2,360,53,0,38,38,732,228
560,542,269,533,99,57,472,214,473,40,10,471,528,501,162,0,0,0,0,0,0,38,12,40,178,293,389,44,84,1047,162
561,612,71,426,330,61,557,32,366,264,5,494,504,502,156,0,0,24,0,0,0,100,32,65,249,308,305,33,61,1068,156
562,362,81,122,632,64,304,15,66,583,3,472,502,526,240,239,0,0,0,0,0,395,15,3,261,42,10,38,56,731,240
563,538,273,497,126,66,484,218,443,57,0,474,492,534,264,0,0,0,0,0,0,30,13,114,159,309,359,39,84,938,264
564,515,116,89,426,62,451,59,29,368,0,496,502,502,242,292,0,0,0,12,0,395,10,52,361,38,4,23,25,665,242
565,400,107,97,560,67,348,51,27,501,5,504,473,523,249,269,0,0,0,0,0,376,22,3,288,60,6,18,21,683,249
566,368,116,128,554,68,307,50,62,502,2,510,496,494,222,266,0,0,0,0,0,377,36,4,264,43,15,32,47,701,222
567,546,259,509,114,69,485,199,449,53,10,505,475,520,241,3,0,0,0,1,0,1,9,112,174,304,376,40,73,955,241
568,706,88,232,293,80,646,31,173,230,14,483,498,519,232,101,0,23,0,0,0,301,29,103,464,182,91,31,82,862,232
569,752,156,116,125,66,690,95,50,51,13,544,455,501,170,285,0,0,0,0,0,352,44,55,603,43,16,23,34,729,170
570,401,77,118,642,67,338,27,58,579,6,472,517,511,227,195,0,10,0,0,0,403,24,13,256,82,2,38,56,781,227
571,360,87,85,651,59,290,27,36,590,2,512,486,502,213,258,0,0,0,0,0,395,27,3,235,53,3,28,33,732,213
572,492,108,387,342,59,430,56,335,279,10,475,525,500,171,112,0,7,0,1,0,162,29,40,239,190,263,35,72,939,171
573,381,82,113,625,65,315,29,58,566,20,491,491,518,267,234,0,0,0,0,0,378,29,1,278,36,13,39,45,721,267
574,344,84,95,650,66,287,26,26,583,9,485,498,517,263,261,0,0,0,0,0,383,26,6,243,44,6,19,20,668,263
575,561,108,125,398,68,507,55,58,338,13,509,469,522,192,240,0,0,1,0,0,352,45,9,448,59,29,19,29,779,192
576,591,84,532,228,65,533,23,471,173,11,495,504,501,162,0,0,9,0,0,0,20,23,68,218,315,391,37,80,1049,162
577,667,85,201,322,73,612,30,139,274,0,511,497,492,323,152,0,1,0,0,0,291,28,108,440,157,94,45,45,732,323
578,445,81,110,527,68,375,26,49,476,7,504,485,511,195,269,0,0,0,0,0,373,26,3,339,36,10,34,39,738,195
579,507,234,532,159,66,457,179,470,84,13,497,486,517,340,2,0,0,0,0,0,6,13,177,140,309,390,44,80,863,340
580,614,93,236,277,76,546,27,187,224,14,476,500,524,246,204,0,0,0,0,0,294,26,49,464,71,104,48,83,752,246
581,569,88,477,296,63,509,28,403,245,4,495,484,521,178,7,0,12,0,0,0,45,24,78,216,292,339,27,64,1011,178
582,329,84,99,677,65,271,24,43,606,3,478,520,502,222,246,0,0,0,0,0,405,23,2,216,53,2,32,41,725,222
583,604,95,460,275,66,549,35,397,222,5,498,482,520,120,0,0,25,0,0,0,64,19,39,243,301,317,44,80,1088,120
584,588,201,516,125,60,530,130,451,68,9,510,506,484,283,10,0,0,0,0,0,18,24,160,206,308,371,34,80,905,283
585,653,88,110,491,73,596,15,57,436,17,453,529,518,269,85,0,20,0,0,0,433,15,74,458,138,7,50,50,852,269
586,351,83,123,617,67,297,18,66,568,12,498,498,504,244,259,0,0,0,0,0,378,18,3,236,61,25,28,41,717,244
587,756,88,275,94,67,691,29,216,39,15,536,463,501,276,220,0,0,0,0,0,235,20,156,495,118,131,36,85,714,276
588,698,89,546,117,50,635,29,487,47,0,509,509,482,209,0,0,0,0,0,0,1,22,156,250,340,406,38,81,989,209
589,336,468,436,119,76,263,411,379,52,19,516,489,495,300,65,0,0,0,0,0,91,148,84,152,111,297,36,82,824,300
590,540,104,112,443,67,474,39,45,392,22,501,473,526,236,234,0,0,0,0,0,382,38,7,422,52,12,24,33,736,236
591,382,97,129,569,60,309,44,70,513,2,480,493,527,271,263,0,0,0,0,0,365,29,2,269,40,23,27,47,667,271
592,387,82,84,606,69,326,37,35,525,1,525,464,511,248,272,0,1,0,2,0,366,31,10,272,52,0,35,35,676,248
593,415,392,503,114,76,356,329,447,57,0,489,484,527,191,0,0,0,0,0,0,19,15,23,65,288,374,35,73,998,191
594,574,270,458,116,72,514,207,401,56,7,495,465,540,164,10,0,0,0,0,0,49,16,35,205,302,309,29,92,1021,164
595,569,231,214,212,74,506,172,152,152,18,508,502,490,231,200,0,2,0,0,0,309,48,44,424,82,97,38,55,769,231
596,530,318,136,227,69,463,254,56,171,15,498,495,507,278,220,0,0,0,0,0,359,33,44,376,78,25,13,31,681,278
597,633,76,528,187,76,592,18,468,134,0,521,501,478,125,0,0,0,0,0,0,8,18,50,243,346,399,27,69,1087,125
598,417,92,101,561,68,349,23,54,514,18,510,489,501,219,261,0,0,0,0,0,384,16,3,295,53,3,30,51,739,219
599,324,122,102,646,72,261,51,46,592,26,485,498,517,269,234,0,0,0,0,0,396,32,0,225,36,10,32,36,707,269
600,705,92,472,156,75,659,23,405,108,0,495,504,501,134,0,0,0,0,0,0,70,21,46,336,313,332,30,73,1061,134
